cancer_group,confounder,hugo_symbol,cancer,variable,y,n,mean,median,q1,q2,ras,codon_range,codon
single,Tumor type,RAS,hepatobiliary cancer,Metastasis,45,438,0.097,0.096,0.076,0.125,RAS_12,12,Codon 12
single,Tumor type,RAS,hepatobiliary cancer,Not Applicable or Heme,5,34,0.104,0.096,0.066,0.192,RAS_12,12,Codon 12
single,Tumor type,RAS,hepatobiliary cancer,Primary,72,895,0.085,0.085,0.068,0.103,RAS_12,12,Codon 12
single,Tumor type,RAS,kidney cancer,Metastasis,5,445,0.009,0.009,0.004,0.018,RAS_12,12,Codon 12
single,Tumor type,RAS,kidney cancer,Not Applicable or Heme,0,24,0.009,0.007,0,0.025,RAS_12,12,Codon 12
single,Tumor type,RAS,kidney cancer,Primary,6,944,0.007,0.007,0.003,0.013,RAS_12,12,Codon 12
single,Tumor type,RAS,mature t and nk neoplasms,Metastasis,0,10,0.007,0.003,0,0.035,RAS_12,12,Codon 12
single,Tumor type,RAS,mature t and nk neoplasms,Not Applicable or Heme,0,29,0.006,0.003,0,0.024,RAS_12,12,Codon 12
single,Tumor type,RAS,mature t and nk neoplasms,Primary,1,187,0.005,0.004,0,0.019,RAS_12,12,Codon 12
single,Tumor type,RAS,cns cancer,Metastasis,3,409,0.007,0.006,0.003,0.011,RAS_12,12,Codon 12
single,Tumor type,RAS,cns cancer,Not Applicable or Heme,2,526,0.006,0.006,0.003,0.01,RAS_12,12,Codon 12
single,Tumor type,RAS,cns cancer,Primary,23,3522,0.006,0.006,0.004,0.009,RAS_12,12,Codon 12
single,Tumor type,RAS,cns cancer,Unspecified,1,108,0.007,0.006,0.003,0.014,RAS_12,12,Codon 12
single,Tumor type,RAS,prostate cancer,Metastasis,1,901,0.002,0.002,0,0.005,RAS_12,12,Codon 12
single,Tumor type,RAS,prostate cancer,Not Applicable or Heme,0,57,0.003,0.002,0,0.01,RAS_12,12,Codon 12
single,Tumor type,RAS,prostate cancer,Primary,6,1468,0.003,0.003,0.001,0.007,RAS_12,12,Codon 12
single,Tumor type,RAS,prostate cancer,Unspecified,0,12,0.004,0.003,0,0.015,RAS_12,12,Codon 12
single,Tumor type,RAS,anal cancer,Metastasis,1,59,0.016,0.013,0.002,0.049,RAS_12,12,Codon 12
single,Tumor type,RAS,anal cancer,Primary,1,84,0.015,0.012,0.002,0.043,RAS_12,12,Codon 12
single,Tumor type,RAS,neuroendocrine tumors,Metastasis,9,143,0.069,0.068,0.039,0.103,RAS_12,12,Codon 12
single,Tumor type,RAS,neuroendocrine tumors,Not Applicable or Heme,3,20,0.085,0.075,0.041,0.197,RAS_12,12,Codon 12
single,Tumor type,RAS,neuroendocrine tumors,Primary,13,196,0.069,0.068,0.043,0.102,RAS_12,12,Codon 12
single,Tumor type,RAS,bladder cancer,Metastasis,18,390,0.051,0.051,0.034,0.067,RAS_12,12,Codon 12
single,Tumor type,RAS,bladder cancer,Not Applicable or Heme,2,25,0.057,0.054,0.032,0.107,RAS_12,12,Codon 12
single,Tumor type,RAS,bladder cancer,Primary,64,1164,0.054,0.054,0.043,0.067,RAS_12,12,Codon 12
single,Tumor type,RAS,b-lymphoblastic leukemia/lymphoma,Metastasis,0,13,0.064,0.061,0.001,0.154,RAS_12,12,Codon 12
single,Tumor type,RAS,b-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,17,109,0.135,0.132,0.076,0.211,RAS_12,12,Codon 12
single,Tumor type,RAS,b-lymphoblastic leukemia/lymphoma,Primary,5,101,0.064,0.062,0.023,0.118,RAS_12,12,Codon 12
single,Tumor type,RAS,b-lymphoblastic leukemia/lymphoma,Unspecified,2,25,0.085,0.082,0.022,0.178,RAS_12,12,Codon 12
single,Tumor type,RAS,small bowel cancer,Metastasis,29,78,0.347,0.344,0.264,0.451,RAS_12,12,Codon 12
single,Tumor type,RAS,small bowel cancer,Primary,38,128,0.311,0.312,0.237,0.386,RAS_12,12,Codon 12
single,Tumor type,RAS,sex cord stromal tumor,Metastasis,1,49,0.021,0.018,0.002,0.061,RAS_12,12,Codon 12
single,Tumor type,RAS,sex cord stromal tumor,Primary,1,54,0.021,0.018,0.002,0.06,RAS_12,12,Codon 12
single,Tumor type,RAS,bone cancer,Metastasis,1,203,0.008,0.007,0.001,0.019,RAS_12,12,Codon 12
single,Tumor type,RAS,bone cancer,Not Applicable or Heme,0,25,0.009,0.008,0,0.025,RAS_12,12,Codon 12
single,Tumor type,RAS,bone cancer,Primary,4,326,0.01,0.009,0.003,0.021,RAS_12,12,Codon 12
single,Tumor type,RAS,bone cancer,Unspecified,0,16,0.009,0.008,0,0.028,RAS_12,12,Codon 12
single,Tumor type,RAS,vaginal cancer,Metastasis,1,16,0.059,0.051,0.01,0.157,RAS_12,12,Codon 12
single,Tumor type,RAS,vaginal cancer,Primary,3,60,0.053,0.049,0.015,0.113,RAS_12,12,Codon 12
single,Tumor type,RAS,thymic tumor,Metastasis,0,61,0.006,0.003,0,0.027,RAS_12,12,Codon 12
single,Tumor type,RAS,thymic tumor,Primary,1,84,0.01,0.007,0,0.036,RAS_12,12,Codon 12
single,Tumor type,RAS,ampullary cancer,Metastasis,15,23,0.577,0.57,0.397,0.787,RAS_12,12,Codon 12
single,Tumor type,RAS,ampullary cancer,Primary,34,82,0.436,0.436,0.328,0.544,RAS_12,12,Codon 12
single,Tumor type,RAS,small cell lung cancer,Metastasis,8,207,0.034,0.033,0.017,0.06,RAS_12,12,Codon 12
single,Tumor type,RAS,small cell lung cancer,Primary,4,183,0.028,0.027,0.011,0.05,RAS_12,12,Codon 12
single,Tumor type,RAS,mesothelioma,Metastasis,0,82,0,0,0,0.002,RAS_12,12,Codon 12
single,Tumor type,RAS,mesothelioma,Primary,0,408,0,0,0,0.001,RAS_12,12,Codon 12
single,Tumor type,RAS,germ cell tumor,Metastasis,19,274,0.067,0.066,0.042,0.1,RAS_12,12,Codon 12
single,Tumor type,RAS,germ cell tumor,Not Applicable or Heme,0,81,0.014,0.006,0,0.067,RAS_12,12,Codon 12
single,Tumor type,RAS,germ cell tumor,Primary,39,517,0.074,0.073,0.053,0.098,RAS_12,12,Codon 12
single,Tumor type,RAS,germ cell tumor,Unspecified,0,14,0.026,0.014,0,0.097,RAS_12,12,Codon 12
single,Tumor type,RAS,nerve sheath tumor,Metastasis,1,16,0.036,0.018,0.001,0.169,RAS_12,12,Codon 12
single,Tumor type,RAS,nerve sheath tumor,Not Applicable or Heme,0,17,0.008,0.003,0,0.046,RAS_12,12,Codon 12
single,Tumor type,RAS,nerve sheath tumor,Primary,0,117,0.004,0.002,0,0.021,RAS_12,12,Codon 12
single,Tumor type,RAS,penile cancer,Metastasis,1,11,0.068,0.048,0.003,0.247,RAS_12,12,Codon 12
single,Tumor type,RAS,penile cancer,Primary,0,13,0.032,0.017,0,0.144,RAS_12,12,Codon 12
single,Tumor type,RAS,pheochromocytoma,Primary,0,18,0.003,0,0,0.034,RAS_12,12,Codon 12
single,Tumor type,RAS,pineal tumor,Primary,0,14,0.004,0,0,0.045,RAS_12,12,Codon 12
single,Tumor type,RAS,b cell lymphoma,Metastasis,2,57,0.022,0.02,0.01,0.05,RAS_12,12,Codon 12
single,Tumor type,RAS,b cell lymphoma,Not Applicable or Heme,4,145,0.022,0.02,0.011,0.041,RAS_12,12,Codon 12
single,Tumor type,RAS,b cell lymphoma,Primary,11,709,0.018,0.018,0.01,0.028,RAS_12,12,Codon 12
single,Tumor type,RAS,b cell lymphoma,Unspecified,1,51,0.02,0.019,0.008,0.041,RAS_12,12,Codon 12
single,Tumor type,RAS,non-hodgkin lymphoma,Primary,1,14,0.08,0.06,0.004,0.262,RAS_12,12,Codon 12
single,Tumor type,RAS,t-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,2,25,0.068,0.058,0.009,0.185,RAS_12,12,Codon 12
single,Tumor type,RAS,t-lymphoblastic leukemia/lymphoma,Primary,0,11,0.04,0.029,0,0.15,RAS_12,12,Codon 12
single,Tumor type,RAS,retinoblastoma,Not Applicable or Heme,0,10,0.002,0,0,0.022,RAS_12,12,Codon 12
single,Tumor type,RAS,retinoblastoma,Primary,0,41,0.001,0,0,0.014,RAS_12,12,Codon 12
single,Tumor type,RAS,hodgkin lymphoma,Primary,0,35,0.001,0,0,0.012,RAS_12,12,Codon 12
single,Tumor type,RAS,lung cancer,Primary,1,17,0.066,0.05,0.003,0.219,RAS_12,12,Codon 12
single,Tumor type,RAS,parathyroid cancer,Primary,0,13,0.004,0,0,0.044,RAS_12,12,Codon 12
single,Tumor type,RAS,appendiceal cancer,Metastasis,2,174,0.012,0.011,0.003,0.028,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,appendiceal cancer,Not Applicable or Heme,0,10,0.014,0.011,0.001,0.043,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,appendiceal cancer,Primary,2,151,0.013,0.012,0.003,0.03,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,colorectal cancer,Metastasis,33,2354,0.013,0.013,0.01,0.017,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,colorectal cancer,Not Applicable or Heme,3,224,0.013,0.013,0.008,0.02,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,colorectal cancer,Primary,48,4115,0.012,0.012,0.009,0.015,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,colorectal cancer,Unspecified,0,31,0.013,0.012,0.006,0.02,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cancer of unknown primary,Metastasis,19,1389,0.012,0.012,0.007,0.019,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cancer of unknown primary,Not Applicable or Heme,1,229,0.009,0.009,0.002,0.017,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cancer of unknown primary,Primary,1,311,0.008,0.008,0.001,0.016,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cancer of unknown primary,Unspecified,1,60,0.012,0.01,0.003,0.031,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,non-small cell lung cancer,Metastasis,145,3750,0.039,0.039,0.033,0.045,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,non-small cell lung cancer,Not Applicable or Heme,5,223,0.032,0.033,0.013,0.049,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,non-small cell lung cancer,Primary,290,6059,0.047,0.047,0.042,0.053,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,non-small cell lung cancer,Unspecified,1,99,0.031,0.032,0.007,0.051,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,breast cancer,Metastasis,3,3094,0.001,0.001,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,breast cancer,Not Applicable or Heme,0,105,0.001,0,0,0.004,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,breast cancer,Primary,1,6125,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,soft tissue sarcoma,Metastasis,0,939,0.001,0,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,soft tissue sarcoma,Not Applicable or Heme,1,119,0.003,0.001,0,0.018,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,soft tissue sarcoma,Primary,1,1686,0.001,0.001,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,soft tissue sarcoma,Unspecified,0,29,0.002,0.001,0,0.013,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,pancreatic cancer,Metastasis,3,981,0.004,0.003,0.001,0.007,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,pancreatic cancer,Not Applicable or Heme,0,75,0.004,0.003,0,0.009,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,pancreatic cancer,Primary,6,1429,0.004,0.004,0.002,0.007,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,leukemia,Metastasis,0,15,0.004,0.003,0.001,0.011,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,leukemia,Not Applicable or Heme,3,923,0.003,0.003,0.001,0.007,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,leukemia,Primary,1,412,0.003,0.003,0.001,0.008,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,leukemia,Unspecified,1,217,0.004,0.003,0.001,0.009,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,melanoma,Metastasis,4,1738,0.002,0.002,0.001,0.005,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,melanoma,Not Applicable or Heme,0,188,0.002,0.002,0,0.006,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,melanoma,Primary,3,898,0.003,0.003,0.001,0.006,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,melanoma,Unspecified,0,22,0.003,0.002,0,0.008,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,head and neck cancer,Metastasis,1,731,0.001,0.001,0,0.005,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,head and neck cancer,Not Applicable or Heme,1,67,0.008,0.003,0,0.041,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,head and neck cancer,Primary,0,938,0.001,0,0,0.003,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,uterine cancer,Metastasis,2,586,0.003,0.003,0.001,0.007,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,uterine cancer,Not Applicable or Heme,0,76,0.003,0.003,0,0.008,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,uterine cancer,Primary,5,1541,0.003,0.003,0.001,0.006,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,uterine cancer,Unspecified,0,51,0.003,0.003,0,0.009,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,non-melanoma skin cancers,Metastasis,0,203,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,non-melanoma skin cancers,Not Applicable or Heme,0,22,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,non-melanoma skin cancers,Primary,0,287,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,myelodysplastic/myeloproliferative syndromes,Metastasis,0,11,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,myelodysplastic/myeloproliferative syndromes,Not Applicable or Heme,0,915,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,myelodysplastic/myeloproliferative syndromes,Primary,0,250,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,myelodysplastic/myeloproliferative syndromes,Unspecified,0,31,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,adrenocortical carcinoma,Metastasis,0,55,0.001,0,0,0.006,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,adrenocortical carcinoma,Primary,0,72,0,0,0,0.005,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,ovarian cancer,Metastasis,2,1088,0.002,0.001,0,0.004,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,ovarian cancer,Not Applicable or Heme,0,160,0.001,0.001,0,0.004,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,ovarian cancer,Primary,1,1060,0.001,0.001,0,0.003,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,ovarian cancer,Unspecified,0,28,0.002,0.001,0,0.006,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,esophagogastric cancer,Metastasis,0,462,0.001,0,0,0.003,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,esophagogastric cancer,Not Applicable or Heme,0,43,0.001,0,0,0.005,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,esophagogastric cancer,Primary,1,1283,0.001,0.001,0,0.003,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,esophagogastric cancer,Unspecified,0,14,0.001,0,0,0.008,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,thyroid cancer,Metastasis,0,402,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,thyroid cancer,Not Applicable or Heme,0,28,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,thyroid cancer,Primary,0,582,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cervical cancer,Metastasis,1,136,0.005,0.003,0,0.02,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cervical cancer,Not Applicable or Heme,0,12,0.005,0.002,0,0.034,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cervical cancer,Primary,0,211,0.002,0.001,0,0.011,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,hepatobiliary cancer,Metastasis,3,438,0.006,0.005,0.001,0.015,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,hepatobiliary cancer,Not Applicable or Heme,0,34,0.003,0,0,0.02,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,hepatobiliary cancer,Primary,0,895,0.001,0,0,0.003,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,kidney cancer,Metastasis,0,445,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,kidney cancer,Not Applicable or Heme,0,24,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,kidney cancer,Primary,0,944,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,mature t and nk neoplasms,Metastasis,0,10,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,mature t and nk neoplasms,Not Applicable or Heme,0,29,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,mature t and nk neoplasms,Primary,0,187,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cns cancer,Metastasis,0,409,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cns cancer,Not Applicable or Heme,0,526,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cns cancer,Primary,1,3522,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,cns cancer,Unspecified,0,108,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,prostate cancer,Metastasis,0,901,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,prostate cancer,Not Applicable or Heme,0,57,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,prostate cancer,Primary,0,1468,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,prostate cancer,Unspecified,0,12,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,anal cancer,Metastasis,0,59,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,anal cancer,Primary,0,84,0,0,0,0.003,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,neuroendocrine tumors,Metastasis,1,143,0.006,0.005,0.001,0.019,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,neuroendocrine tumors,Not Applicable or Heme,0,20,0.007,0.005,0,0.025,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,neuroendocrine tumors,Primary,1,196,0.006,0.005,0.001,0.017,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,bladder cancer,Metastasis,1,390,0.003,0.002,0,0.007,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,bladder cancer,Not Applicable or Heme,0,25,0.003,0.002,0,0.013,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,bladder cancer,Primary,3,1164,0.003,0.002,0.001,0.006,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,b-lymphoblastic leukemia/lymphoma,Metastasis,0,13,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,b-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,0,109,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,b-lymphoblastic leukemia/lymphoma,Primary,0,101,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,b-lymphoblastic leukemia/lymphoma,Unspecified,0,25,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,small bowel cancer,Metastasis,2,78,0.02,0.016,0.004,0.054,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,small bowel cancer,Primary,1,128,0.013,0.012,0.001,0.035,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,sex cord stromal tumor,Metastasis,0,49,0,0,0,0.006,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,sex cord stromal tumor,Primary,0,54,0,0,0,0.006,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,bone cancer,Metastasis,0,203,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,bone cancer,Not Applicable or Heme,0,25,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,bone cancer,Primary,0,326,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,bone cancer,Unspecified,0,16,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,vaginal cancer,Metastasis,0,16,0.015,0.008,0,0.064,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,vaginal cancer,Primary,1,60,0.017,0.012,0.001,0.057,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,thymic tumor,Metastasis,0,61,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,thymic tumor,Primary,0,84,0,0,0,0.002,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,ampullary cancer,Metastasis,1,23,0.031,0.018,0.001,0.13,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,ampullary cancer,Primary,0,82,0.006,0.002,0,0.03,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,small cell lung cancer,Metastasis,1,207,0.006,0.005,0.001,0.016,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,small cell lung cancer,Primary,1,183,0.006,0.005,0.001,0.017,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,mesothelioma,Metastasis,0,82,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,mesothelioma,Primary,0,408,0,0,0,0.001,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,germ cell tumor,Metastasis,2,274,0.005,0.004,0.001,0.017,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,germ cell tumor,Not Applicable or Heme,0,81,0.002,0.001,0,0.01,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,germ cell tumor,Primary,0,517,0.001,0.001,0,0.005,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,germ cell tumor,Unspecified,0,14,0.004,0.001,0,0.027,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,nerve sheath tumor,Metastasis,0,16,0.001,0,0,0.006,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,nerve sheath tumor,Not Applicable or Heme,0,17,0.001,0,0,0.006,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,nerve sheath tumor,Primary,0,117,0,0,0,0.004,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,penile cancer,Metastasis,0,11,0.003,0,0,0.035,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,penile cancer,Primary,0,13,0.003,0,0,0.032,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,pheochromocytoma,Primary,0,18,0.003,0,0,0.033,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,pineal tumor,Primary,0,14,0.004,0,0,0.049,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,b cell lymphoma,Metastasis,0,57,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,b cell lymphoma,Not Applicable or Heme,0,145,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,b cell lymphoma,Primary,0,709,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,b cell lymphoma,Unspecified,0,51,0,0,0,0,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,non-hodgkin lymphoma,Primary,0,14,0.003,0,0,0.034,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,t-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,0,25,0.001,0,0,0.017,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,t-lymphoblastic leukemia/lymphoma,Primary,0,11,0.002,0,0,0.025,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,retinoblastoma,Not Applicable or Heme,0,10,0.002,0,0,0.02,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,retinoblastoma,Primary,0,41,0.001,0,0,0.013,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,hodgkin lymphoma,Primary,0,35,0.001,0,0,0.016,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,lung cancer,Primary,0,17,0.003,0,0,0.038,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,parathyroid cancer,Primary,0,13,0.003,0,0,0.04,RAS_12C,12C,Codon G12C
single,Tumor type,RAS,appendiceal cancer,Metastasis,7,174,0.044,0.043,0.022,0.071,RAS_13,13,Codon 13
single,Tumor type,RAS,appendiceal cancer,Not Applicable or Heme,1,10,0.053,0.046,0.019,0.143,RAS_13,13,Codon 13
single,Tumor type,RAS,appendiceal cancer,Primary,7,151,0.046,0.045,0.024,0.076,RAS_13,13,Codon 13
single,Tumor type,RAS,colorectal cancer,Metastasis,197,2354,0.084,0.084,0.075,0.094,RAS_13,13,Codon 13
single,Tumor type,RAS,colorectal cancer,Not Applicable or Heme,20,224,0.085,0.084,0.068,0.106,RAS_13,13,Codon 13
single,Tumor type,RAS,colorectal cancer,Primary,346,4115,0.084,0.084,0.077,0.092,RAS_13,13,Codon 13
single,Tumor type,RAS,colorectal cancer,Unspecified,2,31,0.084,0.083,0.058,0.108,RAS_13,13,Codon 13
single,Tumor type,RAS,cancer of unknown primary,Metastasis,36,1389,0.025,0.025,0.018,0.033,RAS_13,13,Codon 13
single,Tumor type,RAS,cancer of unknown primary,Not Applicable or Heme,2,229,0.02,0.021,0.007,0.032,RAS_13,13,Codon 13
single,Tumor type,RAS,cancer of unknown primary,Primary,8,311,0.024,0.024,0.014,0.037,RAS_13,13,Codon 13
single,Tumor type,RAS,cancer of unknown primary,Unspecified,2,60,0.025,0.024,0.011,0.047,RAS_13,13,Codon 13
single,Tumor type,RAS,non-small cell lung cancer,Metastasis,96,3750,0.024,0.024,0.02,0.029,RAS_13,13,Codon 13
single,Tumor type,RAS,non-small cell lung cancer,Not Applicable or Heme,4,223,0.021,0.021,0.01,0.031,RAS_13,13,Codon 13
single,Tumor type,RAS,non-small cell lung cancer,Primary,123,6059,0.021,0.021,0.017,0.024,RAS_13,13,Codon 13
single,Tumor type,RAS,non-small cell lung cancer,Unspecified,0,99,0.019,0.02,0.003,0.029,RAS_13,13,Codon 13
single,Tumor type,RAS,breast cancer,Metastasis,6,3094,0.002,0.002,0.001,0.003,RAS_13,13,Codon 13
single,Tumor type,RAS,breast cancer,Not Applicable or Heme,1,105,0.003,0.002,0.001,0.016,RAS_13,13,Codon 13
single,Tumor type,RAS,breast cancer,Primary,5,6125,0.001,0.001,0,0.002,RAS_13,13,Codon 13
single,Tumor type,RAS,soft tissue sarcoma,Metastasis,2,939,0.003,0.003,0.001,0.006,RAS_13,13,Codon 13
single,Tumor type,RAS,soft tissue sarcoma,Not Applicable or Heme,1,119,0.004,0.003,0.001,0.012,RAS_13,13,Codon 13
